Id,Category
12731,pop
12732,pop
12733,rock
12734,pop
12735,pop
12736,rock
12737,rock
12738,pop
12739,pop
12740,rock
12741,pop
12742,pop
12743,rock
12744,pop
12745,pop
12746,pop
12747,pop
12748,rock
12749,pop
12750,rock
12751,pop
12752,pop
12753,pop
12754,pop
12755,pop
12756,pop
12757,rock
12758,pop
12759,rock
12760,pop
12761,rock
12762,pop
12763,pop
12764,pop
12765,pop
12766,pop
12767,pop
12768,alternative
12769,pop
12770,rock
12771,pop
12772,pop
12773,pop
12774,rock
12775,pop
12776,pop
12777,pop
12778,pop
12779,rock
12780,pop
12781,pop
12782,pop
12783,pop
12784,pop
12785,pop
12786,pop
12787,pop
12788,pop
12789,pop
12790,rock
12791,pop
12792,pop
12793,rock
12794,pop
12795,pop
12796,pop
12797,pop
12798,pop
12799,pop
12800,pop
12801,pop
12802,pop
12803,pop
12804,pop
12805,pop
12806,rock
12807,pop
12808,pop
12809,pop
12810,pop
12811,pop
12812,pop
12813,rock
12814,pop
12815,alternative
12816,rock
12817,pop
12818,pop
12819,pop
12820,pop
12821,rock
12822,rock
12823,pop
12824,rock
12825,pop
12826,pop
12827,rock
12828,pop
12829,pop
12830,pop
12831,pop
12832,pop
12833,pop
12834,pop
12835,pop
12836,pop
12837,pop
12838,rock
12839,pop
12840,rock
12841,rock
12842,pop
12843,rock
12844,pop
12845,pop
12846,pop
12847,pop
12848,pop
12849,pop
12850,rock
12851,pop
12852,pop
12853,pop
12854,rock
12855,pop
12856,rock
12857,rock
12858,pop
12859,pop
12860,pop
12861,pop
12862,pop
12863,pop
12864,pop
12865,pop
12866,rock
12867,rock
12868,pop
12869,pop
12870,pop
12871,rock
12872,pop
12873,rock
12874,rock
12875,pop
12876,pop
12877,rock
12878,pop
12879,pop
12880,pop
12881,pop
12882,pop
12883,pop
12884,rock
12885,pop
12886,pop
12887,pop
12888,pop
12889,pop
12890,pop
12891,pop
12892,pop
12893,pop
12894,pop
12895,pop
12896,rock
12897,pop
12898,rock
12899,pop
12900,rock
12901,pop
12902,pop
12903,pop
12904,rock
12905,rock
12906,rock
12907,pop
12908,rock
12909,pop
12910,pop
12911,pop
12912,pop
12913,pop
12914,pop
12915,pop
12916,pop
12917,pop
12918,pop
12919,pop
12920,rock
12921,pop
12922,pop
12923,pop
12924,pop
12925,rock
12926,pop
12927,pop
12928,pop
12929,pop
12930,rock
12931,rock
12932,pop
12933,pop
12934,pop
12935,pop
12936,pop
12937,pop
12938,pop
12939,pop
12940,pop
12941,pop
12942,pop
12943,rock
12944,pop
12945,pop
12946,pop
12947,pop
12948,pop
12949,pop
12950,pop
12951,rock
12952,pop
12953,pop
12954,pop
12955,pop
12956,pop
12957,pop
12958,pop
12959,pop
12960,rock
12961,rock
12962,pop
12963,pop
12964,pop
12965,pop
12966,rock
12967,pop
12968,pop
12969,rock
12970,pop
12971,pop
12972,pop
12973,pop
12974,pop
12975,rock
12976,pop
12977,pop
12978,pop
12979,pop
12980,pop
12981,pop
12982,pop
12983,rock
12984,pop
12985,pop
12986,pop
12987,pop
12988,pop
12989,pop
12990,rock
12991,rock
12992,pop
12993,alternative
12994,pop
12995,rock
12996,pop
12997,pop
12998,pop
12999,pop
13000,pop
13001,pop
13002,pop
13003,pop
13004,pop
13005,rock
13006,pop
13007,pop
13008,pop
13009,rock
13010,pop
13011,pop
13012,rock
13013,pop
13014,rock
13015,pop
13016,rock
13017,rock
13018,pop
13019,pop
13020,pop
13021,pop
13022,pop
13023,rock
13024,rock
13025,pop
13026,pop
13027,rock
13028,pop
13029,pop
13030,pop
13031,rock
13032,pop
13033,pop
13034,pop
13035,pop
13036,pop
13037,pop
13038,pop
13039,pop
13040,pop
13041,rock
13042,pop
13043,pop
13044,pop
13045,rock
13046,pop
13047,pop
13048,pop
13049,pop
13050,pop
13051,pop
13052,pop
13053,pop
13054,pop
13055,pop
13056,pop
13057,rock
13058,pop
13059,pop
13060,pop
13061,rock
13062,pop
13063,pop
13064,pop
13065,rock
13066,pop
13067,pop
13068,pop
13069,pop
13070,pop
13071,pop
13072,pop
13073,pop
13074,pop
13075,pop
13076,rock
13077,pop
13078,pop
13079,rock
13080,pop
13081,pop
13082,pop
13083,alternative
13084,rock
13085,pop
13086,rock
13087,pop
13088,rock
13089,pop
13090,rock
13091,pop
13092,pop
13093,pop
13094,pop
13095,pop
13096,pop
13097,pop
13098,pop
13099,pop
13100,pop
13101,rock
13102,rock
13103,pop
13104,pop
13105,pop
13106,pop
13107,rock
13108,pop
13109,pop
13110,pop
13111,alternative
13112,pop
13113,pop
13114,pop
13115,pop
13116,pop
13117,rock
13118,pop
13119,rock
13120,pop
13121,pop
13122,pop
13123,pop
13124,rock
13125,rock
13126,pop
13127,pop
13128,pop
13129,rock
13130,pop
13131,pop
13132,pop
13133,pop
13134,pop
13135,pop
13136,pop
13137,pop
13138,pop
13139,pop
13140,pop
13141,rock
13142,pop
13143,pop
13144,pop
13145,pop
13146,pop
13147,pop
13148,pop
13149,rock
13150,pop
13151,pop
13152,pop
13153,pop
13154,pop
13155,rock
13156,pop
13157,pop
13158,pop
13159,alternative
13160,pop
13161,pop
13162,rock
13163,rock
13164,pop
13165,rock
13166,pop
13167,pop
13168,pop
13169,rock
13170,pop
13171,pop
13172,pop
13173,pop
13174,pop
13175,pop
13176,pop
13177,rock
13178,pop
13179,pop
13180,rock
13181,pop
13182,pop
13183,pop
13184,pop
13185,rock
13186,pop
13187,pop
13188,pop
13189,pop
13190,rock
13191,rock
13192,pop
13193,pop
13194,pop
13195,rock
13196,pop
13197,pop
13198,pop
13199,rock
13200,pop
13201,pop
13202,pop
13203,pop
13204,pop
13205,rock
13206,pop
13207,pop
13208,pop
13209,pop
13210,pop
13211,pop
13212,pop
13213,pop
13214,pop
13215,rock
13216,rock
13217,pop
13218,pop
13219,pop
13220,pop
13221,pop
13222,pop
13223,pop
13224,pop
13225,pop
13226,pop
13227,pop
13228,pop
13229,pop
13230,pop
13231,pop
13232,pop
13233,pop
13234,pop
13235,pop
13236,pop
13237,pop
13238,pop
13239,rock
13240,pop
13241,pop
13242,pop
13243,rock
13244,pop
13245,pop
13246,pop
13247,rock
13248,pop
13249,rock
13250,rock
13251,pop
13252,pop
13253,rock
13254,pop
13255,pop
13256,pop
13257,pop
13258,pop
13259,pop
13260,pop
13261,pop
13262,pop
13263,rock
13264,pop
13265,rock
13266,pop
13267,pop
13268,rock
13269,pop
13270,pop
13271,pop
13272,pop
13273,pop
13274,pop
13275,pop
13276,pop
13277,pop
13278,rock
13279,pop
13280,pop
13281,pop
13282,pop
13283,pop
13284,pop
13285,pop
13286,pop
13287,pop
13288,pop
13289,pop
13290,pop
13291,pop
13292,pop
13293,pop
13294,rock
13295,rock
13296,pop
13297,pop
13298,pop
13299,pop
13300,pop
13301,rock
13302,pop
13303,alternative
13304,pop
13305,pop
13306,pop
13307,pop
13308,rock
13309,pop
13310,pop
13311,pop
13312,rock
13313,pop
13314,pop
13315,pop
13316,pop
13317,pop
13318,pop
13319,pop
13320,rock
13321,pop
13322,pop
13323,pop
13324,pop
13325,pop
13326,rock
13327,pop
13328,pop
13329,pop
13330,pop
13331,pop
13332,pop
13333,rock
13334,rock
13335,rock
13336,pop
13337,rock
13338,pop
13339,pop
13340,pop
13341,pop
13342,rock
13343,rock
13344,pop
13345,pop
13346,pop
13347,pop
13348,pop
13349,pop
13350,pop
13351,pop
13352,rock
13353,rock
13354,pop
13355,pop
13356,pop
13357,pop
13358,pop
13359,pop
13360,pop
13361,pop
13362,pop
13363,pop
13364,rock
13365,rock
13366,pop
13367,pop
13368,pop
13369,alternative
13370,pop
13371,rock
13372,pop
13373,pop
13374,rock
13375,rock
13376,alternative
13377,pop
13378,rock
13379,pop
13380,rock
13381,pop
13382,pop
13383,pop
13384,pop
13385,pop
13386,pop
13387,pop
13388,pop
13389,pop
13390,pop
13391,pop
13392,rock
13393,pop
13394,rock
13395,pop
13396,pop
13397,pop
13398,rock
13399,pop
13400,pop
13401,pop
13402,rock
13403,pop
13404,pop
13405,pop
13406,pop
13407,pop
13408,rock
13409,pop
13410,pop
13411,pop
13412,rock
13413,pop
13414,pop
13415,pop
13416,rock
13417,pop
13418,pop
13419,pop
13420,pop
13421,pop
13422,pop
13423,pop
13424,pop
13425,rock
13426,pop
13427,pop
13428,rock
13429,rock
13430,rock
13431,pop
13432,rock
13433,pop
13434,pop
13435,rock
13436,rock
13437,pop
13438,pop
13439,pop
13440,pop
13441,pop
13442,pop
13443,pop
13444,rock
13445,pop
13446,pop
13447,pop
13448,pop
13449,pop
13450,pop
13451,pop
13452,rock
13453,pop
13454,pop
13455,pop
13456,pop
13457,pop
13458,pop
13459,pop
13460,pop
13461,pop
13462,pop
13463,pop
13464,pop
13465,pop
13466,pop
13467,rock
13468,pop
13469,pop
13470,rock
13471,pop
13472,pop
13473,pop
13474,pop
13475,pop
13476,rock
13477,rock
13478,pop
13479,pop
13480,pop
13481,pop
13482,pop
13483,rock
13484,pop
13485,rock
13486,pop
13487,pop
13488,pop
13489,pop
13490,pop
13491,pop
13492,pop
13493,pop
13494,pop
13495,pop
13496,pop
13497,pop
13498,pop
13499,pop
13500,pop
13501,pop
13502,pop
13503,rock
13504,pop
13505,pop
13506,pop
13507,pop
13508,pop
13509,rock
13510,pop
13511,rock
13512,pop
13513,pop
13514,pop
13515,pop
13516,rock
13517,rock
13518,rock
13519,pop
13520,pop
13521,pop
13522,pop
13523,pop
13524,pop
13525,rock
13526,rock
13527,pop
13528,rock
13529,pop
13530,pop
13531,pop
13532,pop
13533,pop
13534,pop
13535,pop
13536,pop
13537,pop
13538,pop
13539,pop
13540,pop
13541,pop
13542,rock
13543,rock
13544,pop
13545,pop
13546,rock
13547,pop
13548,rock
13549,pop
13550,pop
13551,pop
13552,pop
13553,pop
13554,pop
13555,pop
13556,pop
13557,rock
13558,pop
13559,pop
13560,pop
13561,pop
13562,pop
13563,rock
13564,pop
13565,rock
13566,rock
13567,pop
13568,pop
13569,rock
13570,rock
13571,rock
13572,alternative
13573,pop
13574,pop
13575,pop
13576,pop
13577,pop
13578,pop
13579,pop
13580,pop
13581,pop
13582,pop
13583,rock
13584,pop
13585,pop
13586,pop
13587,pop
13588,pop
13589,pop
13590,pop
13591,rock
13592,pop
13593,pop
13594,pop
13595,pop
13596,pop
13597,pop
13598,rock
13599,pop
13600,pop
13601,pop
13602,pop
13603,pop
13604,pop
13605,rock
13606,rock
13607,pop
13608,pop
13609,pop
13610,pop
13611,pop
13612,alternative
13613,rock
13614,pop
13615,pop
13616,rock
13617,pop
13618,pop
13619,rock
13620,pop
13621,pop
13622,pop
13623,rock
13624,pop
13625,pop
13626,rock
13627,pop
13628,pop
13629,pop
13630,pop
13631,pop
13632,pop
13633,pop
13634,rock
13635,pop
13636,rock
13637,pop
13638,pop
13639,pop
13640,pop
13641,pop
13642,pop
13643,pop
13644,rock
13645,pop
13646,pop
13647,pop
13648,pop
13649,pop
13650,pop
13651,pop
13652,pop
13653,pop
13654,pop
13655,pop
13656,pop
13657,pop
13658,pop
13659,pop
13660,pop
13661,pop
13662,pop
13663,pop
13664,rock
13665,pop
13666,pop
13667,pop
13668,pop
13669,pop
13670,pop
13671,rock
13672,rock
13673,pop
13674,pop
13675,pop
13676,pop
13677,rock
13678,rock
13679,pop
13680,pop
13681,pop
13682,rock
13683,pop
13684,pop
13685,pop
13686,pop
13687,pop
13688,pop
13689,pop
13690,pop
13691,rock
13692,pop
13693,pop
13694,pop
13695,alternative
13696,pop
13697,rock
13698,pop
13699,rock
13700,pop
13701,pop
13702,pop
13703,rock
13704,pop
13705,pop
13706,pop
13707,pop
13708,pop
13709,pop
13710,pop
13711,rock
13712,pop
13713,pop
13714,pop
13715,pop
13716,pop
13717,pop
13718,rock
13719,pop
13720,pop
13721,pop
13722,rock
13723,pop
13724,pop
13725,pop
13726,rock
13727,pop
13728,pop
13729,pop
13730,pop
13731,pop
13732,pop
13733,rock
13734,pop
13735,rock
13736,pop
13737,pop
13738,rock
13739,pop
13740,rock
13741,pop
13742,pop
13743,rock
13744,rock
13745,pop
13746,pop
13747,pop
13748,pop
13749,pop
13750,pop
13751,pop
13752,pop
13753,pop
13754,pop
13755,rock
13756,rock
13757,pop
13758,rock
13759,pop
13760,pop
13761,pop
13762,pop
13763,pop
13764,pop
13765,pop
13766,pop
13767,pop
13768,rock
13769,pop
13770,pop
13771,pop
13772,rock
13773,rock
13774,pop
13775,pop
13776,pop
13777,pop
13778,rock
13779,pop
13780,pop
13781,rock
13782,rock
13783,pop
13784,pop
13785,rock
13786,pop
13787,rock
13788,pop
13789,pop
13790,rock
13791,pop
13792,rock
13793,rock
13794,pop
13795,pop
13796,pop
13797,pop
13798,rock
13799,pop
13800,pop
13801,pop
13802,pop
13803,pop
13804,pop
13805,pop
13806,pop
13807,rock
13808,pop
13809,pop
13810,pop
13811,rock
13812,pop
13813,pop
13814,pop
13815,pop
13816,pop
13817,pop
13818,pop
13819,pop
13820,rock
13821,alternative
13822,pop
13823,pop
13824,rock
13825,pop
13826,rock
13827,pop
13828,rock
13829,pop
13830,rock
13831,pop
13832,pop
13833,pop
13834,pop
13835,pop
13836,pop
13837,pop
13838,pop
13839,pop
13840,pop
13841,rock
13842,pop
13843,pop
13844,pop
13845,pop
13846,pop
13847,pop
13848,pop
13849,pop
13850,pop
13851,rock
13852,pop
13853,rock
13854,pop
13855,pop
13856,pop
13857,rock
13858,pop
13859,pop
13860,pop
13861,pop
13862,pop
13863,pop
13864,pop
13865,pop
13866,rock
13867,pop
13868,rock
13869,pop
13870,pop
13871,pop
13872,pop
13873,pop
13874,rock
13875,pop
13876,rock
13877,pop
13878,pop
13879,pop
13880,pop
13881,pop
13882,pop
13883,pop
13884,alternative
13885,pop
13886,pop
13887,pop
13888,pop
13889,pop
13890,pop
13891,pop
13892,pop
13893,pop
13894,pop
13895,pop
13896,rock
13897,pop
13898,pop
13899,pop
13900,pop
13901,pop
13902,pop
13903,pop
13904,pop
13905,pop
13906,pop
13907,pop
13908,pop
13909,pop
13910,pop
13911,pop
13912,pop
13913,pop
13914,pop
13915,pop
13916,pop
13917,pop
13918,pop
13919,pop
13920,rock
13921,pop
13922,rock
13923,pop
13924,pop
13925,rock
13926,pop
13927,pop
13928,pop
13929,rock
13930,rock
13931,pop
13932,pop
13933,pop
13934,pop
13935,pop
13936,pop
13937,pop
13938,rock
13939,pop
13940,pop
13941,pop
13942,pop
13943,pop
13944,pop
13945,pop
13946,pop
13947,pop
13948,pop
13949,rock
13950,pop
13951,rock
13952,pop
13953,pop
13954,rock
13955,rock
13956,pop
13957,pop
13958,pop
13959,pop
13960,rock
13961,pop
13962,pop
13963,pop
13964,pop
13965,rock
13966,pop
13967,rock
13968,pop
13969,pop
13970,pop
13971,rock
13972,pop
13973,pop
13974,pop
13975,pop
13976,pop
13977,pop
13978,pop
13979,pop
13980,rock
13981,pop
13982,pop
13983,pop
13984,pop
13985,pop
13986,pop
13987,pop
13988,pop
13989,rock
13990,pop
13991,rock
13992,pop
13993,rock
13994,pop
13995,pop
13996,pop
13997,pop
13998,pop
13999,pop
