Id,Category
12725,pop
12726,rock
12727,alternative
12728,pop
12729,pop
12730,rock
12731,pop
12732,punk
12733,pop
12734,rock
12735,pop
12736,rusrap
12737,rock
12738,electronics
12739,pop
12740,pop
12741,rap
12742,rock
12743,metal
12744,dance
12745,rusrock
12746,pop
12747,rap
12748,rap
12749,pop
12750,rock
12751,rock
12752,pop
12753,pop
12754,pop
12755,pop
12756,pop
12757,alternative
12758,electronics
12759,pop
12760,pop
12761,rock
12762,electronics
12763,pop
12764,pop
12765,pop
12766,rap
12767,rap
12768,pop
12769,pop
12770,pop
12771,rusrock
12772,pop
12773,pop
12774,rock
12775,pop
12776,pop
12777,pop
12778,electronics
12779,rock
12780,pop
12781,pop
12782,electronics
12783,pop
12784,rock
12785,shanson
12786,pop
12787,pop
12788,pop
12789,rap
12790,rock
12791,rap
12792,pop
12793,rock
12794,rap
12795,pop
12796,rap
12797,rap
12798,pop
12799,pop
12800,pop
12801,rock
12802,pop
12803,pop
12804,pop
12805,electronics
12806,rock
12807,electronics
12808,pop
12809,pop
12810,pop
12811,shanson
12812,dance
12813,rock
12814,pop
12815,electronics
12816,rock
12817,pop
12818,rock
12819,rock
12820,pop
12821,rock
12822,rock
12823,pop
12824,rock
12825,rock
12826,pop
12827,rock
12828,rap
12829,pop
12830,pop
12831,pop
12832,pop
12833,rock
12834,rock
12835,dance
12836,pop
12837,pop
12838,pop
12839,electronics
12840,rock
12841,rusrock
12842,pop
12843,rock
12844,pop
12845,pop
12846,rap
12847,pop
12848,pop
12849,dance
12850,metal
12851,pop
12852,rap
12853,pop
12854,metal
12855,pop
12856,rock
12857,rock
12858,pop
12859,dance
12860,pop
12861,shanson
12862,estrada
12863,shanson
12864,rusrock
12865,shanson
12866,pop
12867,rock
12868,pop
12869,pop
12870,pop
12871,pop
12872,pop
12873,pop
12874,metal
12875,pop
12876,rusrock
12877,rock
12878,rock
12879,electronics
12880,pop
12881,estrada
12882,pop
12883,electronics
12884,pop
12885,pop
12886,pop
12887,pop
12888,rock
12889,estrada
12890,rap
12891,pop
12892,rap
12893,pop
12894,pop
12895,pop
12896,rock
12897,pop
12898,rock
12899,rap
12900,pop
12901,pop
12902,dance
12903,pop
12904,pop
12905,pop
12906,rock
12907,pop
12908,rock
12909,rock
12910,rap
12911,electronics
12912,pop
12913,pop
12914,rap
12915,dance
12916,pop
12917,soundtrack
12918,pop
12919,rap
12920,pop
12921,pop
12922,rusrock
12923,pop
12924,rusrock
12925,pop
12926,pop
12927,shanson
12928,pop
12929,pop
12930,rap
12931,pop
12932,pop
12933,pop
12934,rock
12935,pop
12936,pop
12937,pop
12938,pop
12939,pop
12940,pop
12941,pop
12942,pop
12943,pop
12944,rusrap
12945,pop
12946,pop
12947,rock
12948,rusrap
12949,pop
12950,pop
12951,rusrap
12952,pop
12953,dance
12954,rock
12955,rock
12956,pop
12957,pop
12958,pop
12959,pop
12960,rock
12961,rock
12962,pop
12963,pop
12964,rap
12965,pop
12966,metal
12967,pop
12968,pop
12969,rock
12970,pop
12971,pop
12972,pop
12973,pop
12974,rap
12975,pop
12976,pop
12977,dance
12978,pop
12979,pop
12980,electronics
12981,rap
12982,rock
12983,rock
12984,rock
12985,pop
12986,rusrap
12987,pop
12988,rap
12989,pop
12990,alternative
12991,rock
12992,electronics
12993,pop
12994,pop
12995,rock
12996,rap
12997,pop
12998,pop
12999,rap
13000,pop
13001,dance
13002,classical
13003,pop
13004,pop
13005,rock
13006,pop
13007,pop
13008,pop
13009,rock
13010,pop
13011,pop
13012,pop
13013,pop
13014,alternative
13015,shanson
13016,rock
13017,rock
13018,rap
13019,rap
13020,rock
13021,electronics
13022,pop
13023,rock
13024,pop
13025,shanson
13026,pop
13027,rock
13028,rock
13029,rap
13030,pop
13031,rock
13032,pop
13033,pop
13034,pop
13035,pop
13036,pop
13037,rap
13038,rap
13039,rock
13040,pop
13041,pop
13042,pop
13043,rap
13044,electronics
13045,rock
13046,pop
13047,electronics
13048,rap
13049,rap
13050,pop
13051,pop
13052,pop
13053,pop
13054,pop
13055,dance
13056,pop
13057,pop
13058,pop
13059,rock
13060,pop
13061,rock
13062,rusrap
13063,pop
13064,pop
13065,pop
13066,pop
13067,pop
13068,pop
13069,rap
13070,pop
13071,rap
13072,shanson
13073,pop
13074,rusrock
13075,estrada
13076,estrada
13077,rap
13078,pop
13079,pop
13080,pop
13081,rap
13082,pop
13083,alternative
13084,rock
13085,rap
13086,rock
13087,classical
13088,rock
13089,pop
13090,pop
13091,rap
13092,pop
13093,pop
13094,dance
13095,electronics
13096,pop
13097,pop
13098,classical
13099,pop
13100,pop
13101,pop
13102,rock
13103,rock
13104,rock
13105,rusrap
13106,pop
13107,rock
13108,rock
13109,estrada
13110,pop
13111,pop
13112,rock
13113,pop
13114,pop
13115,pop
13116,pop
13117,rap
13118,pop
13119,rock
13120,rap
13121,pop
13122,rap
13123,electronics
13124,pop
13125,rock
13126,pop
13127,pop
13128,pop
13129,estrada
13130,pop
13131,pop
13132,electronics
13133,rock
13134,rock
13135,shanson
13136,rusrap
13137,rnb
13138,rock
13139,pop
13140,pop
13141,pop
13142,pop
13143,pop
13144,rusrap
13145,electronics
13146,trance
13147,pop
13148,rap
13149,rock
13150,pop
13151,estrada
13152,pop
13153,electronics
13154,rap
13155,rock
13156,pop
13157,pop
13158,pop
13159,rock
13160,pop
13161,pop
13162,pop
13163,pop
13164,pop
13165,pop
13166,rock
13167,pop
13168,pop
13169,pop
13170,pop
13171,pop
13172,rap
13173,rock
13174,pop
13175,pop
13176,pop
13177,rock
13178,pop
13179,rap
13180,rock
13181,rock
13182,pop
13183,pop
13184,pop
13185,estrada
13186,dance
13187,pop
13188,pop
13189,rock
13190,rock
13191,pop
13192,pop
13193,rap
13194,pop
13195,rock
13196,shanson
13197,pop
13198,pop
13199,rock
13200,rock
13201,pop
13202,pop
13203,pop
13204,pop
13205,pop
13206,pop
13207,pop
13208,pop
13209,rock
13210,electronics
13211,pop
13212,pop
13213,dance
13214,pop
13215,rock
13216,pop
13217,rap
13218,pop
13219,pop
13220,estrada
13221,rock
13222,pop
13223,pop
13224,rock
13225,pop
13226,pop
13227,rap
13228,rusrap
13229,pop
13230,rock
13231,soundtrack
13232,pop
13233,pop
13234,pop
13235,pop
13236,pop
13237,pop
13238,pop
13239,pop
13240,pop
13241,pop
13242,pop
13243,rap
13244,rock
13245,pop
13246,pop
13247,rock
13248,pop
13249,pop
13250,pop
13251,pop
13252,rap
13253,rock
13254,pop
13255,pop
13256,dance
13257,dance
13258,pop
13259,pop
13260,electronics
13261,rusrap
13262,rock
13263,metal
13264,pop
13265,alternative
13266,pop
13267,rap
13268,pop
13269,pop
13270,pop
13271,pop
13272,pop
13273,pop
13274,rap
13275,pop
13276,pop
13277,pop
13278,pop
13279,pop
13280,pop
13281,pop
13282,soundtrack
13283,pop
13284,rock
13285,pop
13286,pop
13287,rap
13288,pop
13289,rock
13290,pop
13291,rap
13292,house
13293,pop
13294,rock
13295,rock
13296,electronics
13297,pop
13298,pop
13299,pop
13300,electronics
13301,rock
13302,estrada
13303,pop
13304,pop
13305,pop
13306,pop
13307,rusrap
13308,metal
13309,pop
13310,pop
13311,pop
13312,alternative
13313,pop
13314,pop
13315,rap
13316,rock
13317,dance
13318,rap
13319,pop
13320,electronics
13321,classical
13322,pop
13323,pop
13324,pop
13325,pop
13326,rusrock
13327,rap
13328,pop
13329,pop
13330,pop
13331,rock
13332,pop
13333,pop
13334,pop
13335,rock
13336,pop
13337,pop
13338,shanson
13339,electronics
13340,shanson
13341,pop
13342,pop
13343,metal
13344,pop
13345,rock
13346,pop
13347,pop
13348,pop
13349,pop
13350,pop
13351,pop
13352,rock
13353,rock
13354,rap
13355,electronics
13356,pop
13357,pop
13358,rap
13359,shanson
13360,pop
13361,pop
13362,pop
13363,pop
13364,rock
13365,rock
13366,pop
13367,electronics
13368,pop
13369,rock
13370,shanson
13371,alternative
13372,pop
13373,pop
13374,rock
13375,pop
13376,alternative
13377,pop
13378,rock
13379,rock
13380,pop
13381,pop
13382,pop
13383,pop
13384,rock
13385,rap
13386,pop
13387,rap
13388,pop
13389,pop
13390,shanson
13391,pop
13392,rock
13393,electronics
13394,rock
13395,classical
13396,pop
13397,electronics
13398,rock
13399,pop
13400,rock
13401,estrada
13402,rock
13403,rock
13404,rap
13405,pop
13406,pop
13407,pop
13408,pop
13409,rap
13410,shanson
13411,pop
13412,rock
13413,pop
13414,pop
13415,pop
13416,pop
13417,rock
13418,pop
13419,shanson
13420,rock
13421,rock
13422,rap
13423,rap
13424,pop
13425,shanson
13426,electronics
13427,pop
13428,rock
13429,rock
13430,pop
13431,dance
13432,rock
13433,rock
13434,pop
13435,pop
13436,pop
13437,pop
13438,rap
13439,dance
13440,rusrap
13441,rap
13442,rock
13443,pop
13444,rock
13445,pop
13446,pop
13447,electronics
13448,classical
13449,pop
13450,pop
13451,pop
13452,rock
13453,pop
13454,electronics
13455,rap
13456,pop
13457,rock
13458,pop
13459,rock
13460,pop
13461,pop
13462,pop
13463,pop
13464,dance
13465,pop
13466,pop
13467,pop
13468,pop
13469,pop
13470,pop
13471,pop
13472,rap
13473,rap
13474,electronics
13475,pop
13476,rock
13477,metal
13478,pop
13479,rap
13480,rock
13481,pop
13482,pop
13483,rap
13484,pop
13485,rock
13486,pop
13487,pop
13488,pop
13489,pop
13490,rap
13491,pop
13492,pop
13493,shanson
13494,soundtrack
13495,dance
13496,house
13497,pop
13498,dance
13499,pop
13500,rusrap
13501,pop
13502,pop
13503,rock
13504,pop
13505,rap
13506,pop
13507,pop
13508,shanson
13509,rock
13510,rock
13511,rock
13512,pop
13513,electronics
13514,electronics
13515,trance
13516,pop
13517,rock
13518,pop
13519,pop
13520,pop
13521,rusrock
13522,rap
13523,alternative
13524,rusrock
13525,rock
13526,pop
13527,pop
13528,pop
13529,rap
13530,pop
13531,pop
13532,pop
13533,pop
13534,rusrap
13535,pop
13536,rock
13537,pop
13538,rock
13539,pop
13540,electronics
13541,pop
13542,shanson
13543,alternative
13544,pop
13545,pop
13546,pop
13547,pop
13548,metal
13549,pop
13550,pop
13551,pop
13552,shanson
13553,pop
13554,pop
13555,rap
13556,rap
13557,rock
13558,pop
13559,pop
13560,pop
13561,rock
13562,electronics
13563,alternative
13564,pop
13565,rock
13566,rock
13567,pop
13568,rap
13569,rock
13570,pop
13571,rock
13572,metal
13573,classical
13574,pop
13575,pop
13576,pop
13577,pop
13578,pop
13579,rusrap
13580,electronics
13581,pop
13582,pop
13583,rock
13584,rusrap
13585,shanson
13586,pop
13587,pop
13588,pop
13589,pop
13590,rap
13591,pop
13592,pop
13593,electronics
13594,rock
13595,rock
13596,pop
13597,rap
13598,rock
13599,pop
13600,pop
13601,rock
13602,pop
13603,rap
13604,pop
13605,pop
13606,rock
13607,pop
13608,shanson
13609,pop
13610,rusrap
13611,electronics
13612,rock
13613,pop
13614,pop
13615,pop
13616,rock
13617,rock
13618,pop
13619,rock
13620,pop
13621,pop
13622,soundtrack
13623,metal
13624,rusrock
13625,pop
13626,pop
13627,classical
13628,rap
13629,electronics
13630,pop
13631,dance
13632,estrada
13633,estrada
13634,alternative
13635,pop
13636,rock
13637,pop
13638,pop
13639,pop
13640,rock
13641,electronics
13642,rap
13643,rusrap
13644,rock
13645,pop
13646,pop
13647,electronics
13648,dance
13649,shanson
13650,pop
13651,pop
13652,pop
13653,pop
13654,pop
13655,pop
13656,rusrap
13657,pop
13658,pop
13659,pop
13660,estrada
13661,pop
13662,pop
13663,rock
13664,pop
13665,rap
13666,rap
13667,rusrock
13668,rusrock
13669,electronics
13670,pop
13671,rock
13672,pop
13673,shanson
13674,pop
13675,house
13676,pop
13677,rock
13678,rock
13679,pop
13680,pop
13681,rock
13682,pop
13683,pop
13684,estrada
13685,pop
13686,pop
13687,rock
13688,pop
13689,soundtrack
13690,pop
13691,rock
13692,pop
13693,rusrap
13694,rusrock
13695,rock
13696,rusrock
13697,pop
13698,pop
13699,rock
13700,estrada
13701,pop
13702,electronics
13703,pop
13704,pop
13705,pop
13706,pop
13707,dance
13708,rap
13709,rock
13710,pop
13711,rock
13712,dance
13713,rap
13714,pop
13715,pop
13716,pop
13717,rap
13718,rusrock
13719,rap
13720,pop
13721,pop
13722,rock
13723,pop
13724,rock
13725,rap
13726,rock
13727,rap
13728,pop
13729,pop
13730,pop
13731,rap
13732,rock
13733,rock
13734,soundtrack
13735,rock
13736,pop
13737,pop
13738,shanson
13739,pop
13740,rock
13741,pop
13742,rock
13743,rock
13744,pop
13745,rap
13746,pop
13747,pop
13748,pop
13749,pop
13750,alternative
13751,pop
13752,pop
13753,pop
13754,pop
13755,metal
13756,pop
13757,pop
13758,pop
13759,rap
13760,pop
13761,pop
13762,pop
13763,pop
13764,dance
13765,pop
13766,rock
13767,rock
13768,rock
13769,rock
13770,pop
13771,pop
13772,pop
13773,rock
13774,dance
13775,pop
13776,soundtrack
13777,pop
13778,estrada
13779,pop
13780,pop
13781,rock
13782,rock
13783,pop
13784,pop
13785,rock
13786,pop
13787,rock
13788,shanson
13789,rusrap
13790,pop
13791,pop
13792,rusrock
13793,electronics
13794,pop
13795,pop
13796,pop
13797,rusrap
13798,rock
13799,pop
13800,rap
13801,pop
13802,pop
13803,pop
13804,pop
13805,pop
13806,dance
13807,metal
13808,pop
13809,pop
13810,pop
13811,metal
13812,pop
13813,pop
13814,pop
13815,pop
13816,pop
13817,rock
13818,pop
13819,rap
13820,rock
13821,alternative
13822,rock
13823,pop
13824,alternative
13825,rap
13826,rusrock
13827,pop
13828,rock
13829,pop
13830,rock
13831,rap
13832,rock
13833,rap
13834,pop
13835,pop
13836,pop
13837,pop
13838,electronics
13839,pop
13840,pop
13841,metal
13842,pop
13843,pop
13844,rock
13845,pop
13846,pop
13847,soundtrack
13848,pop
13849,rap
13850,electronics
13851,pop
13852,pop
13853,rock
13854,house
13855,rap
13856,electronics
13857,pop
13858,rock
13859,pop
13860,pop
13861,pop
13862,rock
13863,rap
13864,pop
13865,pop
13866,electronics
13867,rock
13868,rock
13869,pop
13870,electronics
13871,dance
13872,rap
13873,electronics
13874,estrada
13875,pop
13876,rock
13877,dance
13878,pop
13879,pop
13880,pop
13881,pop
13882,pop
13883,pop
13884,rock
13885,electronics
13886,pop
13887,rap
13888,pop
13889,dance
13890,pop
13891,rap
13892,pop
13893,pop
13894,rusrap
13895,rusrock
13896,pop
13897,pop
13898,pop
13899,pop
13900,pop
13901,pop
13902,pop
13903,rock
13904,electronics
13905,pop
13906,pop
13907,rap
13908,rusrap
13909,pop
13910,pop
13911,dance
13912,pop
13913,pop
13914,pop
13915,electronics
13916,electronics
13917,pop
13918,rusrock
13919,electronics
13920,rock
13921,pop
13922,rusrap
13923,pop
13924,rusrock
13925,rock
13926,pop
13927,pop
13928,pop
13929,rock
13930,rock
13931,pop
13932,rusrap
13933,pop
13934,pop
13935,pop
13936,pop
13937,pop
13938,rock
13939,rock
13940,rnb
13941,rap
13942,pop
13943,pop
13944,dance
13945,pop
13946,pop
13947,rap
13948,pop
13949,rock
13950,rock
13951,electronics
13952,pop
13953,pop
13954,electronics
13955,pop
13956,pop
13957,rock
13958,pop
13959,shanson
13960,pop
13961,pop
13962,rock
13963,pop
13964,pop
13965,rock
13966,rap
13967,rock
13968,pop
13969,shanson
13970,soundtrack
13971,rock
13972,rusrap
13973,pop
13974,pop
13975,pop
13976,pop
13977,pop
13978,house
13979,pop
13980,pop
13981,pop
13982,pop
13983,pop
13984,pop
13985,pop
13986,pop
13987,rap
13988,rock
13989,pop
13990,estrada
13991,rock
13992,rock
13993,pop
13994,pop
13995,dance
13996,rusrap
13997,rock
13998,pop
13999,pop
